"ISP (CET/CEST)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"23/04/2020 17:00 - 23/04/2020 18:00","MBA|NO1","FCR","29.00","0.73","29.00",""
"23/04/2020 18:00 - 23/04/2020 19:00","MBA|NO1","FCR","30.10","8.28","30.10",""
"23/04/2020 19:00 - 23/04/2020 20:00","MBA|NO1","FCR","30.10","0.00","30.10","2.26"
"23/04/2020 20:00 - 23/04/2020 21:00","MBA|NO1","FCR","30.00","0.00","30.00","0.75"
"23/04/2020 21:00 - 23/04/2020 22:00","MBA|NO1","FCR","30.10","0.00","30.10","3.01"
"23/04/2020 22:00 - 23/04/2020 23:00","MBA|NO1","FCR","29.10","0.00","29.10","2.18"
"23/04/2020 23:00 - 24/04/2020 00:00","MBA|NO1","FCR","29.10","0.00","29.10","8.00"
"24/04/2020 00:00 - 24/04/2020 01:00","MBA|NO1","FCR","26.10","0.00","26.10","1.31"
"24/04/2020 01:00 - 24/04/2020 02:00","MBA|NO1","FCR","26.10","0.00","26.10","1.96"
"24/04/2020 02:00 - 24/04/2020 03:00","MBA|NO1","FCR","26.10","0.00","26.10","9.14"
"24/04/2020 03:00 - 24/04/2020 04:00","MBA|NO1","FCR","26.10","0.00","26.10","10.44"
"24/04/2020 04:00 - 24/04/2020 05:00","MBA|NO1","FCR","26.10","0.65","26.10",""
"24/04/2020 05:00 - 24/04/2020 06:00","MBA|NO1","FCR","26.10","0.00","26.10","3.26"
"24/04/2020 06:00 - 24/04/2020 07:00","MBA|NO1","FCR","26.10","0.00","26.10","1.31"
"24/04/2020 07:00 - 24/04/2020 08:00","MBA|NO1","FCR","26.10","0.00","26.10","2.61"
"24/04/2020 08:00 - 24/04/2020 09:00","MBA|NO1","FCR","29.10","2.91","29.10",""
"24/04/2020 09:00 - 24/04/2020 10:00","MBA|NO1","FCR","29.10","0.00","29.10","5.09"
"24/04/2020 10:00 - 24/04/2020 11:00","MBA|NO1","FCR","27.00","4.73","27.00",""
"24/04/2020 11:00 - 24/04/2020 12:00","MBA|NO1","FCR","26.10","3.26","26.10",""
"24/04/2020 12:00 - 24/04/2020 13:00","MBA|NO1","FCR","24.10","0.60","24.10",""
"24/04/2020 13:00 - 24/04/2020 14:00","MBA|NO1","FCR","25.10","0.00","25.10","12.55"
"24/04/2020 14:00 - 24/04/2020 15:00","MBA|NO1","FCR","25.10","0.00","25.10","4.39"
"24/04/2020 15:00 - 24/04/2020 16:00","MBA|NO1","FCR","25.10","5.02","25.10",""
"24/04/2020 16:00 - 24/04/2020 17:00","MBA|NO1","FCR","27.10","7.45","27.10",""
"24/04/2020 17:00 - 24/04/2020 18:00","MBA|NO1","FCR","27.10","6.78","27.10",""
"24/04/2020 18:00 - 24/04/2020 19:00","MBA|NO1","FCR","28.00","5.60","28.00",""
"24/04/2020 19:00 - 24/04/2020 20:00","MBA|NO1","FCR","28.20","4.23","28.20",""
"24/04/2020 20:00 - 24/04/2020 21:00","MBA|NO1","FCR","28.00","0.00","28.00","11.90"
"24/04/2020 21:00 - 24/04/2020 22:00","MBA|NO1","FCR","27.10","4.07","27.10",""
"24/04/2020 22:00 - 24/04/2020 23:00","MBA|NO1","FCR","25.90","0.00","25.90","7.77"
"24/04/2020 23:00 - 25/04/2020 00:00","MBA|NO1","FCR","26.10","0.00","26.10","4.57"
"25/04/2020 00:00 - 25/04/2020 01:00","MBA|NO1","FCR","23.80","7.14","23.80",""
"25/04/2020 01:00 - 25/04/2020 02:00","MBA|NO1","FCR","23.90","4.78","23.90",""
"25/04/2020 02:00 - 25/04/2020 03:00","MBA|NO1","FCR","26.00","0.65","26.00",""
"25/04/2020 03:00 - 25/04/2020 04:00","MBA|NO1","FCR","25.80","0.00","25.80","10.32"
"25/04/2020 04:00 - 25/04/2020 05:00","MBA|NO1","FCR","25.80","0.00","25.80","4.52"
"25/04/2020 05:00 - 25/04/2020 06:00","MBA|NO1","FCR","22.90","0.00","22.90","8.02"
"25/04/2020 06:00 - 25/04/2020 07:00","MBA|NO1","FCR","28.80","7.20","28.80",""
"25/04/2020 07:00 - 25/04/2020 08:00","MBA|NO1","FCR","28.80","7.92","28.80",""
"25/04/2020 08:00 - 25/04/2020 09:00","MBA|NO1","FCR","29.90","5.98","29.90",""
"25/04/2020 09:00 - 25/04/2020 10:00","MBA|NO1","FCR","31.00","6.20","31.00",""
"25/04/2020 10:00 - 25/04/2020 11:00","MBA|NO1","FCR","30.80","0.00","30.80","0.77"
"25/04/2020 11:00 - 25/04/2020 12:00","MBA|NO1","FCR","31.80","3.98","31.80",""
"25/04/2020 12:00 - 25/04/2020 13:00","MBA|NO1","FCR","30.80","0.00","30.80","1.54"
"25/04/2020 13:00 - 25/04/2020 14:00","MBA|NO1","FCR","35.80","1.79","35.80",""
"25/04/2020 14:00 - 25/04/2020 15:00","MBA|NO1","FCR","23.80","0.00","23.80","0.60"
"25/04/2020 15:00 - 25/04/2020 16:00","MBA|NO1","FCR","25.10","0.00","25.10","10.67"
"25/04/2020 16:00 - 25/04/2020 17:00","MBA|NO1","FCR","25.70","7.07","25.70",""
"25/04/2020 17:00 - 25/04/2020 18:00","MBA|NO1","FCR","25.90","6.48","25.90",""
"25/04/2020 18:00 - 25/04/2020 19:00","MBA|NO1","FCR","26.90","4.71","26.90",""
"25/04/2020 19:00 - 25/04/2020 20:00","MBA|NO1","FCR","26.50","3.98","26.50",""
"25/04/2020 20:00 - 25/04/2020 21:00","MBA|NO1","FCR","28.60","0.00","28.60","14.30"
"25/04/2020 21:00 - 25/04/2020 22:00","MBA|NO1","FCR","28.60","3.58","28.60",""
"25/04/2020 22:00 - 25/04/2020 23:00","MBA|NO1","FCR","30.40","0.00","30.40","1.52"
"25/04/2020 23:00 - 26/04/2020 00:00","MBA|NO1","FCR","23.60","0.00","23.60","4.13"
"26/04/2020 00:00 - 26/04/2020 01:00","MBA|NO1","FCR","27.10","0.68","27.10",""
"26/04/2020 01:00 - 26/04/2020 02:00","MBA|NO1","FCR","25.10","5.02","25.10",""
"26/04/2020 02:00 - 26/04/2020 03:00","MBA|NO1","FCR","25.00","4.38","25.00",""
"26/04/2020 03:00 - 26/04/2020 04:00","MBA|NO1","FCR","25.00","4.38","25.00",""
"26/04/2020 04:00 - 26/04/2020 05:00","MBA|NO1","FCR","25.20","0.63","25.20",""
"26/04/2020 05:00 - 26/04/2020 06:00","MBA|NO1","FCR","26.10","0.00","26.10","3.92"
"26/04/2020 06:00 - 26/04/2020 07:00","MBA|NO1","FCR","27.00","0.00","27.00","4.05"
"26/04/2020 07:00 - 26/04/2020 08:00","MBA|NO1","FCR","25.00","6.88","25.00",""
"26/04/2020 08:00 - 26/04/2020 09:00","MBA|NO1","FCR","25.10","5.65","25.10",""
"26/04/2020 09:00 - 26/04/2020 10:00","MBA|NO1","FCR","25.10","0.63","25.10",""
"26/04/2020 10:00 - 26/04/2020 11:00","MBA|NO1","FCR","26.10","0.00","26.10","3.26"
"26/04/2020 11:00 - 26/04/2020 12:00","MBA|NO1","FCR","25.10","3.14","25.10",""
"26/04/2020 12:00 - 26/04/2020 13:00","MBA|NO1","FCR","26.10","0.00","26.10","5.87"
"26/04/2020 13:00 - 26/04/2020 14:00","MBA|NO1","FCR","25.00","0.00","25.00","2.50"
"26/04/2020 14:00 - 26/04/2020 15:00","MBA|NO1","FCR","25.00","2.50","25.00",""
"26/04/2020 15:00 - 26/04/2020 16:00","MBA|NO1","FCR","25.10","0.00","25.10","1.88"
"26/04/2020 16:00 - 26/04/2020 17:00","MBA|NO1","FCR","25.10","8.79","25.10",""
"26/04/2020 17:00 - 26/04/2020 18:00","MBA|NO1","FCR","25.00","1.25","25.00",""
"26/04/2020 18:00 - 26/04/2020 19:00","MBA|NO1","FCR","25.00","0.00","25.00","0.63"
"26/04/2020 19:00 - 26/04/2020 20:00","MBA|NO1","FCR","26.20","0.00","26.20","0.66"
"26/04/2020 20:00 - 26/04/2020 21:00","MBA|NO1","FCR","25.10","0.00","25.10",""
"26/04/2020 21:00 - 26/04/2020 22:00","MBA|NO1","FCR","26.00","5.20","26.00",""
"26/04/2020 22:00 - 26/04/2020 23:00","MBA|NO1","FCR","26.00","0.00","26.00","1.30"
"26/04/2020 23:00 - 27/04/2020 00:00","MBA|NO1","FCR","25.10","0.00","25.10","0.63"
"27/04/2020 00:00 - 27/04/2020 01:00","MBA|NO1","FCR","24.60","1.85","24.60",""
"27/04/2020 01:00 - 27/04/2020 02:00","MBA|NO1","FCR","24.70","3.71","24.70",""
"27/04/2020 02:00 - 27/04/2020 03:00","MBA|NO1","FCR","24.60","0.00","24.60","6.77"
"27/04/2020 03:00 - 27/04/2020 04:00","MBA|NO1","FCR","24.60","0.00","24.60","7.38"
"27/04/2020 04:00 - 27/04/2020 05:00","MBA|NO1","FCR","24.70","0.00","24.70","6.79"
"27/04/2020 05:00 - 27/04/2020 06:00","MBA|NO1","FCR","24.60","0.00","24.60","8.00"
"27/04/2020 06:00 - 27/04/2020 07:00","MBA|NO1","FCR","25.60","0.00","25.60","1.92"
"27/04/2020 07:00 - 27/04/2020 08:00","MBA|NO1","FCR","25.90","1.30","25.90",""
"27/04/2020 08:00 - 27/04/2020 09:00","MBA|NO1","FCR","21.00","0.00","21.00",""
"27/04/2020 09:00 - 27/04/2020 10:00","MBA|NO1","FCR","21.00","0.00","21.00","2.10"
"27/04/2020 10:00 - 27/04/2020 11:00","MBA|NO1","FCR","23.10","0.00","23.10","1.73"
"27/04/2020 11:00 - 27/04/2020 12:00","MBA|NO1","FCR","23.00","0.58","23.00",""
"27/04/2020 12:00 - 27/04/2020 13:00","MBA|NO1","FCR","23.10","10.40","23.10",""
"27/04/2020 13:00 - 27/04/2020 14:00","MBA|NO1","FCR","23.00","2.88","23.00",""
"27/04/2020 14:00 - 27/04/2020 15:00","MBA|NO1","FCR","21.00","0.00","21.00","8.40"
"27/04/2020 15:00 - 27/04/2020 16:00","MBA|NO1","FCR","25.10","1.26","25.10",""
"27/04/2020 16:00 - 27/04/2020 17:00","MBA|NO1","FCR","25.00","4.38","25.00",""
"27/04/2020 17:00 - 27/04/2020 18:00","MBA|NO1","FCR","23.90","4.78","23.90",""
"27/04/2020 18:00 - 27/04/2020 19:00","MBA|NO1","FCR","23.90","4.78","23.90",""
"27/04/2020 19:00 - 27/04/2020 20:00","MBA|NO1","FCR","23.90","0.00","23.90",""
"27/04/2020 20:00 - 27/04/2020 21:00","MBA|NO1","FCR","24.90","0.00","24.90","0.62"
"27/04/2020 21:00 - 27/04/2020 22:00","MBA|NO1","FCR","23.90","5.38","23.90",""
"27/04/2020 22:00 - 27/04/2020 23:00","MBA|NO1","FCR","23.90","5.38","23.90",""
"27/04/2020 23:00 - 28/04/2020 00:00","MBA|NO1","FCR","23.90","2.39","23.90",""
"28/04/2020 00:00 - 28/04/2020 01:00","MBA|NO1","FCR","24.20","6.66","24.20",""
"28/04/2020 01:00 - 28/04/2020 02:00","MBA|NO1","FCR","24.40","8.54","24.40",""
"28/04/2020 02:00 - 28/04/2020 03:00","MBA|NO1","FCR","24.10","3.01","24.10",""
"28/04/2020 03:00 - 28/04/2020 04:00","MBA|NO1","FCR","24.30","0.00","24.30","0.61"
"28/04/2020 04:00 - 28/04/2020 05:00","MBA|NO1","FCR","24.30","0.00","24.30","4.25"
"28/04/2020 05:00 - 28/04/2020 06:00","MBA|NO1","FCR","24.20","0.00","24.20","7.26"
"28/04/2020 06:00 - 28/04/2020 07:00","MBA|NO1","FCR","23.40","7.02","23.40",""
"28/04/2020 07:00 - 28/04/2020 08:00","MBA|NO1","FCR","21.10","5.28","21.10",""
"28/04/2020 08:00 - 28/04/2020 09:00","MBA|NO1","FCR","21.20","0.00","21.20","3.18"
"28/04/2020 09:00 - 28/04/2020 10:00","MBA|NO1","FCR","22.30","0.00","22.30","4.46"
"28/04/2020 10:00 - 28/04/2020 11:00","MBA|NO1","FCR","20.30","7.61","20.30",""
"28/04/2020 11:00 - 28/04/2020 12:00","MBA|NO1","FCR","21.30","4.79","21.30",""
"28/04/2020 12:00 - 28/04/2020 13:00","MBA|NO1","FCR","22.70","0.00","22.70","10.22"
"28/04/2020 13:00 - 28/04/2020 14:00","MBA|NO1","FCR","22.90","0.00","22.90","11.45"
"28/04/2020 14:00 - 28/04/2020 15:00","MBA|NO1","FCR","22.60","0.00","22.60","1.70"
"28/04/2020 15:00 - 28/04/2020 16:00","MBA|NO1","FCR","22.70","1.70","22.70",""
"28/04/2020 16:00 - 28/04/2020 17:00","MBA|NO1","FCR","22.90","5.73","22.90",""
"28/04/2020 17:00 - 28/04/2020 18:00","MBA|NO1","FCR","22.70","5.68","22.70",""
"28/04/2020 18:00 - 28/04/2020 19:00","MBA|NO1","FCR","22.70","6.81","22.70",""
"28/04/2020 19:00 - 28/04/2020 20:00","MBA|NO1","FCR","22.70","3.41","22.70",""
"28/04/2020 20:00 - 28/04/2020 21:00","MBA|NO1","FCR","22.70","0.00","22.70","1.14"
"28/04/2020 21:00 - 28/04/2020 22:00","MBA|NO1","FCR","22.70","0.00","22.70",""
"28/04/2020 22:00 - 28/04/2020 23:00","MBA|NO1","FCR","22.70","0.00","22.70","1.70"
"28/04/2020 23:00 - 29/04/2020 00:00","MBA|NO1","FCR","22.90","0.00","22.90",""
"29/04/2020 00:00 - 29/04/2020 01:00","MBA|NO1","FCR","21.60","3.24","21.60",""
"29/04/2020 01:00 - 29/04/2020 02:00","MBA|NO1","FCR","22.80","7.41","22.80",""
"29/04/2020 02:00 - 29/04/2020 03:00","MBA|NO1","FCR","22.80","3.99","22.80",""
"29/04/2020 03:00 - 29/04/2020 04:00","MBA|NO1","FCR","22.70","12.49","22.70",""
"29/04/2020 04:00 - 29/04/2020 05:00","MBA|NO1","FCR","22.80","3.99","22.80",""
"29/04/2020 05:00 - 29/04/2020 06:00","MBA|NO1","FCR","20.60","0.00","20.60","5.67"
"29/04/2020 06:00 - 29/04/2020 07:00","MBA|NO1","FCR","20.70","0.52","20.70",""
"29/04/2020 07:00 - 29/04/2020 08:00","MBA|NO1","FCR","20.80","0.00","20.80",""
"29/04/2020 08:00 - 29/04/2020 09:00","MBA|NO1","FCR","15.80","0.00","15.80","0.40"
"29/04/2020 09:00 - 29/04/2020 10:00","MBA|NO1","FCR","20.80","0.00","20.80","8.84"
"29/04/2020 10:00 - 29/04/2020 11:00","MBA|NO1","FCR","20.60","0.00","20.60","4.64"
"29/04/2020 11:00 - 29/04/2020 12:00","MBA|NO1","FCR","22.80","10.83","22.80",""
"29/04/2020 12:00 - 29/04/2020 13:00","MBA|NO1","FCR","22.70","1.14","22.70",""
"29/04/2020 13:00 - 29/04/2020 14:00","MBA|NO1","FCR","20.90","0.00","20.90",""
"29/04/2020 14:00 - 29/04/2020 15:00","MBA|NO1","FCR","21.00","0.00","21.00","5.78"
"29/04/2020 15:00 - 29/04/2020 16:00","MBA|NO1","FCR","18.10","0.00","18.10","0.45"
"29/04/2020 16:00 - 29/04/2020 17:00","MBA|NO1","FCR","19.10","0.00","19.10","3.34"
"29/04/2020 17:00 - 29/04/2020 18:00","MBA|NO1","FCR","18.30","0.46","18.30",""
"29/04/2020 18:00 - 29/04/2020 19:00","MBA|NO1","FCR","19.10","1.43","19.10",""
"29/04/2020 19:00 - 29/04/2020 20:00","MBA|NO1","FCR","19.10","0.00","19.10",""
"29/04/2020 20:00 - 29/04/2020 21:00","MBA|NO1","FCR","19.10","0.00","19.10","2.39"
"29/04/2020 21:00 - 29/04/2020 22:00","MBA|NO1","FCR","18.10","0.45","18.10",""
"29/04/2020 22:00 - 29/04/2020 23:00","MBA|NO1","FCR","19.30","0.00","19.30","3.86"
"29/04/2020 23:00 - 30/04/2020 00:00","MBA|NO1","FCR","20.00","0.00","20.00","8.50"
"30/04/2020 00:00 - 30/04/2020 01:00","MBA|NO1","FCR","17.10","0.00","17.10","0.43"
"30/04/2020 01:00 - 30/04/2020 02:00","MBA|NO1","FCR","17.30","9.08","17.30",""
"30/04/2020 02:00 - 30/04/2020 03:00","MBA|NO1","FCR","17.10","9.41","17.10",""
"30/04/2020 03:00 - 30/04/2020 04:00","MBA|NO1","FCR","17.10","2.57","17.10",""
"30/04/2020 04:00 - 30/04/2020 05:00","MBA|NO1","FCR","18.10","0.00","18.10","4.53"
"30/04/2020 05:00 - 30/04/2020 06:00","MBA|NO1","FCR","18.30","0.00","18.30","3.66"
"30/04/2020 06:00 - 30/04/2020 07:00","MBA|NO1","FCR","18.00","3.15","18.00",""
"30/04/2020 07:00 - 30/04/2020 08:00","MBA|NO1","FCR","18.10","4.98","18.10",""
"30/04/2020 08:00 - 30/04/2020 09:00","MBA|NO1","FCR","16.30","0.00","16.30","0.41"
"30/04/2020 09:00 - 30/04/2020 10:00","MBA|NO1","FCR","16.10","0.00","16.10","3.62"
"30/04/2020 10:00 - 30/04/2020 11:00","MBA|NO1","FCR","16.30","0.00","16.30","4.08"
"30/04/2020 11:00 - 30/04/2020 12:00","MBA|NO1","FCR","18.30","0.46","18.30",""
"30/04/2020 12:00 - 30/04/2020 13:00","MBA|NO1","FCR","19.00","7.60","19.00",""
"30/04/2020 13:00 - 30/04/2020 14:00","MBA|NO1","FCR","18.20","0.00","18.20","10.01"
"30/04/2020 14:00 - 30/04/2020 15:00","MBA|NO1","FCR","18.20","0.00","18.20","2.73"
"30/04/2020 15:00 - 30/04/2020 16:00","MBA|NO1","FCR","19.30","1.93","19.30",""
"30/04/2020 16:00 - 30/04/2020 17:00","MBA|NO1","FCR","18.40","0.46","18.40",""
"30/04/2020 17:00 - 30/04/2020 18:00","MBA|NO1","FCR","18.50","0.00","18.50",""
"30/04/2020 18:00 - 30/04/2020 19:00","MBA|NO1","FCR","16.50","0.41","16.50",""
"30/04/2020 19:00 - 30/04/2020 20:00","MBA|NO1","FCR","21.50","1.08","21.50",""
"30/04/2020 20:00 - 30/04/2020 21:00","MBA|NO1","FCR","20.50","0.00","20.50","2.05"
"30/04/2020 21:00 - 30/04/2020 22:00","MBA|NO1","FCR","21.50","2.69","21.50",""
"30/04/2020 22:00 - 30/04/2020 23:00","MBA|NO1","FCR","23.50","0.00","23.50","5.29"
"30/04/2020 23:00 - 01/05/2020 00:00","MBA|NO1","FCR","21.50","0.00","21.50","0.54"
"01/05/2020 00:00 - 01/05/2020 01:00","MBA|NO1","FCR","27.30","6.83","27.30",""
"01/05/2020 01:00 - 01/05/2020 02:00","MBA|NO1","FCR","21.30","0.00","21.30","7.99"
"01/05/2020 02:00 - 01/05/2020 03:00","MBA|NO1","FCR","17.30","0.00","17.30","1.30"
"01/05/2020 03:00 - 01/05/2020 04:00","MBA|NO1","FCR","17.30","5.19","17.30",""
"01/05/2020 04:00 - 01/05/2020 05:00","MBA|NO1","FCR","17.30","4.76","17.30",""
"01/05/2020 05:00 - 01/05/2020 06:00","MBA|NO1","FCR","17.50","0.00","17.50","1.31"
"01/05/2020 06:00 - 01/05/2020 07:00","MBA|NO1","FCR","22.20","1.67","22.20",""
"01/05/2020 07:00 - 01/05/2020 08:00","MBA|NO1","FCR","20.30","7.11","20.30",""
"01/05/2020 08:00 - 01/05/2020 09:00","MBA|NO1","FCR","22.30","6.69","22.30",""
"01/05/2020 09:00 - 01/05/2020 10:00","MBA|NO1","FCR","22.50","4.50","22.50",""
"01/05/2020 10:00 - 01/05/2020 11:00","MBA|NO1","FCR","22.20","8.88","22.20",""
"01/05/2020 11:00 - 01/05/2020 12:00","MBA|NO1","FCR","22.40","0.00","22.40","1.12"
"01/05/2020 12:00 - 01/05/2020 13:00","MBA|NO1","FCR","22.60","2.26","22.60",""
"01/05/2020 13:00 - 01/05/2020 14:00","MBA|NO1","FCR","19.50","0.00","19.50","2.93"
"01/05/2020 14:00 - 01/05/2020 15:00","MBA|NO1","FCR","20.70","0.00","20.70","10.87"
"01/05/2020 15:00 - 01/05/2020 16:00","MBA|NO1","FCR","22.40","0.00","22.40","8.40"
"01/05/2020 16:00 - 01/05/2020 17:00","MBA|NO1","FCR","18.50","4.63","18.50",""
"01/05/2020 17:00 - 01/05/2020 18:00","MBA|NO1","FCR","19.60","7.35","19.60",""
"01/05/2020 18:00 - 01/05/2020 19:00","MBA|NO1","FCR","22.60","1.70","22.60",""
"01/05/2020 19:00 - 01/05/2020 20:00","MBA|NO1","FCR","20.60","0.00","20.60","5.15"
"01/05/2020 20:00 - 01/05/2020 21:00","MBA|NO1","FCR","21.50","0.00","21.50","0.54"
"01/05/2020 21:00 - 01/05/2020 22:00","MBA|NO1","FCR","19.60","6.37","19.60",""
"01/05/2020 22:00 - 01/05/2020 23:00","MBA|NO1","FCR","21.60","0.00","21.60","1.62"
"01/05/2020 23:00 - 02/05/2020 00:00","MBA|NO1","FCR","23.50","4.11","23.50",""
"02/05/2020 00:00 - 02/05/2020 01:00","MBA|NO1","FCR","19.50","1.46","19.50",""
"02/05/2020 01:00 - 02/05/2020 02:00","MBA|NO1","FCR","21.70","0.00","21.70","5.43"
"02/05/2020 02:00 - 02/05/2020 03:00","MBA|NO1","FCR","21.50","0.00","21.50","7.53"
"02/05/2020 03:00 - 02/05/2020 04:00","MBA|NO1","FCR","21.50","0.00","21.50","3.23"
"02/05/2020 04:00 - 02/05/2020 05:00","MBA|NO1","FCR","21.70","1.09","21.70",""
"02/05/2020 05:00 - 02/05/2020 06:00","MBA|NO1","FCR","21.50","0.00","21.50","8.06"
"02/05/2020 06:00 - 02/05/2020 07:00","MBA|NO1","FCR","21.60","0.00","21.60","3.24"
"02/05/2020 07:00 - 02/05/2020 08:00","MBA|NO1","FCR","19.50","5.36","19.50",""
"02/05/2020 08:00 - 02/05/2020 09:00","MBA|NO1","FCR","21.50","5.38","21.50",""
"02/05/2020 09:00 - 02/05/2020 10:00","MBA|NO1","FCR","21.70","7.05","21.70",""
"02/05/2020 10:00 - 02/05/2020 11:00","MBA|NO1","FCR","22.50","0.00","22.50","3.94"
"02/05/2020 11:00 - 02/05/2020 12:00","MBA|NO1","FCR","22.60","0.00","22.60","2.83"
"02/05/2020 12:00 - 02/05/2020 13:00","MBA|NO1","FCR","22.60","0.00","22.60","1.13"
"02/05/2020 13:00 - 02/05/2020 14:00","MBA|NO1","FCR","22.50","9.56","22.50",""
"02/05/2020 14:00 - 02/05/2020 15:00","MBA|NO1","FCR","21.70","0.00","21.70","7.05"
"02/05/2020 15:00 - 02/05/2020 16:00","MBA|NO1","FCR","21.50","0.00","21.50","8.60"
"02/05/2020 16:00 - 02/05/2020 17:00","MBA|NO1","FCR","22.50","1.13","22.50",""
"02/05/2020 17:00 - 02/05/2020 18:00","MBA|NO1","FCR","24.70","3.71","24.70",""
"02/05/2020 18:00 - 02/05/2020 19:00","MBA|NO1","FCR","24.50","3.68","24.50",""
"02/05/2020 19:00 - 02/05/2020 20:00","MBA|NO1","FCR","24.60","1.23","24.60",""
"02/05/2020 20:00 - 02/05/2020 21:00","MBA|NO1","FCR","24.50","3.68","24.50",""
"02/05/2020 21:00 - 02/05/2020 22:00","MBA|NO1","FCR","24.50","9.19","24.50",""
"02/05/2020 22:00 - 02/05/2020 23:00","MBA|NO1","FCR","24.50","0.00","24.50","1.23"
"02/05/2020 23:00 - 03/05/2020 00:00","MBA|NO1","FCR","24.50","0.00","24.50","1.23"
"03/05/2020 00:00 - 03/05/2020 01:00","MBA|NO1","FCR","22.50","2.25","22.50",""
"03/05/2020 01:00 - 03/05/2020 02:00","MBA|NO1","FCR","22.70","5.68","22.70",""
"03/05/2020 02:00 - 03/05/2020 03:00","MBA|NO1","FCR","22.50","2.25","22.50",""
"03/05/2020 03:00 - 03/05/2020 04:00","MBA|NO1","FCR","22.70","5.11","22.70",""
"03/05/2020 04:00 - 03/05/2020 05:00","MBA|NO1","FCR","22.50","0.00","22.50","1.69"
"03/05/2020 05:00 - 03/05/2020 06:00","MBA|NO1","FCR","22.70","0.00","22.70","17.59"
"03/05/2020 06:00 - 03/05/2020 07:00","MBA|NO1","FCR","22.50","0.00","22.50","7.88"
"03/05/2020 07:00 - 03/05/2020 08:00","MBA|NO1","FCR","25.60","1.28","25.60",""
"03/05/2020 08:00 - 03/05/2020 09:00","MBA|NO1","FCR","23.60","0.00","23.60",""
"03/05/2020 09:00 - 03/05/2020 10:00","MBA|NO1","FCR","23.50","0.00","23.50",""
"03/05/2020 10:00 - 03/05/2020 11:00","MBA|NO1","FCR","23.60","0.00","23.60","4.13"
"03/05/2020 11:00 - 03/05/2020 12:00","MBA|NO1","FCR","23.40","0.00","23.40","9.95"
"03/05/2020 12:00 - 03/05/2020 13:00","MBA|NO1","FCR","23.50","7.64","23.50",""
"03/05/2020 13:00 - 03/05/2020 14:00","MBA|NO1","FCR","24.70","0.00","24.70","3.71"
"03/05/2020 14:00 - 03/05/2020 15:00","MBA|NO1","FCR","31.50","0.00","31.50","14.96"
"03/05/2020 15:00 - 03/05/2020 16:00","MBA|NO1","FCR","29.60","0.00","29.60","2.22"
"03/05/2020 16:00 - 03/05/2020 17:00","MBA|NO1","FCR","31.60","3.95","31.60",""
"03/05/2020 17:00 - 03/05/2020 18:00","MBA|NO1","FCR","26.50","0.00","26.50","2.65"
"03/05/2020 18:00 - 03/05/2020 19:00","MBA|NO1","FCR","25.60","0.00","25.60","7.04"
"03/05/2020 19:00 - 03/05/2020 20:00","MBA|NO1","FCR","25.40","0.00","25.40","2.54"
"03/05/2020 20:00 - 03/05/2020 21:00","MBA|NO1","FCR","25.60","0.00","25.60","0.64"
"03/05/2020 21:00 - 03/05/2020 22:00","MBA|NO1","FCR","25.50","12.75","25.50",""
"03/05/2020 22:00 - 03/05/2020 23:00","MBA|NO1","FCR","26.70","4.01","26.70",""
"03/05/2020 23:00 - 04/05/2020 00:00","MBA|NO1","FCR","31.50","0.00","31.50",""
"04/05/2020 00:00 - 04/05/2020 01:00","MBA|NO1","FCR","27.50","0.00","27.50","4.13"
"04/05/2020 01:00 - 04/05/2020 02:00","MBA|NO1","FCR","27.70","0.00","27.70","13.16"
"04/05/2020 02:00 - 04/05/2020 03:00","MBA|NO1","FCR","27.50","0.00","27.50","1.38"
"04/05/2020 03:00 - 04/05/2020 04:00","MBA|NO1","FCR","27.70","3.46","27.70",""
"04/05/2020 04:00 - 04/05/2020 05:00","MBA|NO1","FCR","27.50","0.00","27.50","4.13"
"04/05/2020 05:00 - 04/05/2020 06:00","MBA|NO1","FCR","27.70","0.00","27.70","1.39"
"04/05/2020 06:00 - 04/05/2020 07:00","MBA|NO1","FCR","29.50","9.59","29.50",""
"04/05/2020 07:00 - 04/05/2020 08:00","MBA|NO1","FCR","25.50","1.28","25.50",""
"04/05/2020 08:00 - 04/05/2020 09:00","MBA|NO1","FCR","18.60","0.00","18.60","0.47"
"04/05/2020 09:00 - 04/05/2020 10:00","MBA|NO1","FCR","17.60","0.00","17.60","7.92"
"04/05/2020 10:00 - 04/05/2020 11:00","MBA|NO1","FCR","23.50","2.35","23.50",""
"04/05/2020 11:00 - 04/05/2020 12:00","MBA|NO1","FCR","23.60","0.00","23.60","5.90"
"04/05/2020 12:00 - 04/05/2020 13:00","MBA|NO1","FCR","27.60","1.38","27.60",""
"04/05/2020 13:00 - 04/05/2020 14:00","MBA|NO1","FCR","27.50","0.00","27.50","11.00"
"04/05/2020 14:00 - 04/05/2020 15:00","MBA|NO1","FCR","29.70","5.94","29.70",""
"04/05/2020 15:00 - 04/05/2020 16:00","MBA|NO1","FCR","29.50","0.00","29.50","2.21"
"04/05/2020 16:00 - 04/05/2020 17:00","MBA|NO1","FCR","27.60","0.00","27.60","1.38"
